DBN,SCHOOL NAME,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,Num of AP Test Takers,Num of AP Total Exams Taken,Num of AP Exams Passed,schoolyear,grade9,grade10,grade11,grade12,ell_num,ell_percent,sped_num,sped_percent,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,ATS SYSTEM CODE,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,Location 1
27Q323,SCHOLARS' ACADEMY,89,499,537,496,77,138,92,20112012,122,110,100,88,0.0,0.0,11.0,1.0,234,22.0,204,19.2,169,15.9,442,41.6,466.0,43.9,596.0,56.1,27Q323,320 BEACH 104TH STREET,1032813.0,152290.0,414,32,93800,4161590012,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"320 BEACH 104TH STREET
QUEENS, NY 11694
(40.584543, -73.825162)"
27Q400,AUGUST MARTIN HIGH SCHOOL,101,377,371,360,s,s,s,20112012,315,334,223,157,44.0,4.3,170.0,16.5,64,6.2,822,79.9,118,11.5,17,1.7,568.0,55.2,461.0,44.8,27Q400,156-10 BAISLEY BOULEVARD,1044531.0,184889.0,412,28,29400,4122610001,QN02,Springfield Gardens North                                                  ,"156-10 BAISLEY BOULEVARD
QUEENS, NY 11434
(40.673949, -73.782684)"
27Q475,RICHMOND HILL HIGH SCHOOL,404,382,404,368,135,164,33,20112012,767,758,645,415,451.0,17.4,355.0,13.7,850,32.9,433,16.8,1200,46.4,82,3.2,1369.0,53.0,1216.0,47.0,27Q475,89-30 114 STREET,1030333.0,192590.0,409,28,12400,4093210001,QN54,Richmond Hill                                                              ,"89-30 114 STREET
QUEENS, NY 11418
(40.695171, -73.833815)"
27Q480,JOHN ADAMS HIGH SCHOOL,403,391,409,392,221,287,57,20112012,1017,854,890,625,543.0,16.0,411.0,12.1,930,27.5,937,27.7,1256,37.1,122,3.6,1845.0,54.5,1541.0,45.5,27Q480,101-01 ROCKAWAY BOULEVARD,1029012.0,187084.0,410,32,9400,4095220032,QN55,South Ozone Park                                                           ,"101-01 ROCKAWAY BOULEVARD
QUEENS, NY 11417
(40.680065, -73.838616)"
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",194,429,491,425,134,180,39,20112012,226,241,233,224,4.0,0.4,54.0,5.8,284,30.7,104,11.3,384,41.6,142,15.4,622.0,67.3,302.0,32.7,27Q650,94-06 104TH STREET,1028213.0,190402.0,409,28,11400,4093810044,QN54,Richmond Hill                                                              ,"94-06 104TH STREET
QUEENS, NY 11416
(40.689177, -73.841475)"
28Q284,YORK EARLY COLLEGE ACADEMY,s,s,s,s,s,s,s,20112012,81,78,76,    ,0.0,0.0,47.0,9.6,115,23.5,314,64.2,50,10.2,3,0.6,250.0,51.1,239.0,48.9,28Q284,108-35 167 STREET,1043479.0,193252.0,412,27,25800,4101780001,QN01,South Jamaica                                                              ,"108-35 167 STREET
QUEENS, NY 11433
(40.69691, -73.786403)"
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,68,420,445,400,67,110,11,20112012,119,107,91,64,43.0,8.1,65.0,12.3,143,27.0,259,49.0,98,18.5,16,3.0,264.0,49.9,265.0,50.1,28Q310,167-01 GOTHIC DRIVE,1040066.0,199671.0,408,24,45200,4098580100,QN35,Briarwood-Jamaica Hills                                                    ,"167-01 GOTHIC DRIVE
JAMAICA, NY 11432
(40.714551, -73.798658)"
28Q325,HILLSIDE ARTS & LETTERS ACADEMY,s,s,s,s,s,s,s,20112012,109,91,    ,    ,25.0,12.5,22.0,11.0,56,28.0,78,39.0,42,21.0,13,6.5,94.0,47.0,106.0,53.0,28Q325,167-01 GOTHIC DRIVE,1040066.0,199671.0,408,24,45200,4098580100,QN35,Briarwood-Jamaica Hills                                                    ,"167-01 GOTHIC DRIVE
JAMAICA, NY 11432
(40.714551, -73.798658)"
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,6,403,408,367,s,s,s,20112012,86,73,58,34,5.0,2.0,15.0,6.0,6,2.4,154,61.4,44,17.5,25,10.0,114.0,45.4,137.0,54.6,28Q338,162-02 HILLSIDE AVENUE,1039829.0,197358.0,412,24,44602,4097680022,QN61,Jamaica                                                                    ,"162-02 HILLSIDE AVENUE
QUEENS, NY 11432
(40.708204, -73.799532)"
28Q350,JAMAICA GATEWAY TO THE SCIENCES,25,430,452,425,8,8,6,20112012,126,19,39,40,10.0,4.5,16.0,7.1,101,45.1,82,36.6,34,15.2,6,2.7,104.0,46.4,120.0,53.6,28Q350,167-01 GOTHIC DRIVE,1040066.0,199671.0,408,24,45200,4098580100,QN35,Briarwood-Jamaica Hills                                                    ,"167-01 GOTHIC DRIVE
JAMAICA, NY 11432
(40.714551, -73.798658)"
28Q440,FOREST HILLS HIGH SCHOOL,762,456,497,454,882,1235,629,20112012,916,930,1030,958,343.0,8.9,433.0,11.3,1017,26.5,346,9.0,1157,30.2,1292,33.7,1845.0,48.1,1989.0,51.9,28Q440,67-01 110 STREET,1027494.0,205280.0,406,29,74700,4021890002,QN17,Forest Hills                                                               ,"67-01 110 STREET
QUEENS, NY 11375
(40.730017, -73.843972)"
28Q505,HILLCREST HIGH SCHOOL,462,395,413,386,216,317,69,20112012,910,846,641,706,467.0,15.0,279.0,9.0,1134,36.5,1136,36.6,708,22.8,91,2.9,1429.0,46.1,1674.0,53.9,28Q505,160-05 HIGHLAND AVENUE,1038866.0,197814.0,408,24,44800,4097740001,QN35,Briarwood-Jamaica Hills                                                    ,"160-05 HIGHLAND AVENUE
QUEENS, NY 11432
(40.709461, -73.803001)"
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,422,452,478,442,221,309,114,20112012,540,572,580,560,32.0,1.4,257.0,11.4,1147,50.9,534,23.7,476,21.1,71,3.2,1465.0,65.1,787.0,34.9,28Q620,165-65 84 AVENUE,1039778.0,200224.0,408,24,45200,4098670002,QN35,Briarwood-Jamaica Hills                                                    ,"165-65 84 AVENUE
QUEENS, NY 11432
(40.716071, -73.799692)"
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,99,513,523,502,115,146,67,20112012,131,127,127,101,1.0,0.1,13.0,1.7,286,36.5,351,44.8,123,15.7,21,2.7,298.0,38.1,485.0,61.9,28Q680,160-20 GOETHALS AVENUE,1038049.0,200933.0,408,24,126700,4068580001,QN38,Pomonok-Flushing Heights-Hillcrest                                         ,"160-20 GOETHALS AVENUE
QUEENS, NY 11432
(40.718027, -73.805923)"
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,s,s,s,s,15,15,6,20112012,294,369,    ,    ,24.0,3.6,106.0,16.0,80,12.1,32,4.8,256,38.6,268,40.4,329.0,49.6,334.0,50.4,28Q686,91-30 METROPOLITAN AVENUE,1024300.0,197410.0,406,29,64500,4038860800,QN17,Forest Hills                                                               ,"91-30 METROPOLITAN AVENUE
QUEENS, NY 11375
(40.708431, -73.855543)"
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,121,612,660,596,231,427,345,20112012,102,102,99,115,1.0,0.2,1.0,0.2,311,74.4,44,10.5,33,7.9,28,6.7,236.0,56.5,182.0,43.5,28Q687,94-50 159 STREET,1040159.0,194692.0,412,27,24600,4100990052,QN61,Jamaica                                                                    ,"94-50 159 STREET
QUEENS, NY 11433
(40.700884, -73.798364)"
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,74,406,406,384,19,19,s,20112012,197,110,128,101,11.0,2.1,89.0,16.6,45,8.4,395,73.7,81,15.1,7,1.3,284.0,53.0,252.0,47.0,28Q690,116-25 GUY R BREWER BOULEVARD,1044311.0,189220.0,412,28,27800,4123350049,QN76,Baisley Park                                                               ,"116-25 GUY R BREWER BOULEVARD
QUEENS, NY 11434
(40.685838, -73.783438)"
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",68,439,445,432,18,23,s,20112012,118,58,49,52,14.0,2.7,46.0,9.0,107,21.0,292,57.3,94,18.4,12,2.4,0.0,0.0,510.0,100.0,28Q896,150-91 87 ROAD,1038544.0,197430.0,408,24,23600,4097070048,QN35,Briarwood-Jamaica Hills                                                    ,"150-91 87 ROAD
QUEENS, NY 11432
(40.708409, -73.804166)"
29Q248,QUEENS PREPARATORY ACADEMY,52,360,380,359,16,16,s,20112012,133,109,94,105,20.0,4.5,50.0,11.3,23,5.2,372,84.4,36,8.2,4,0.9,247.0,56.0,194.0,44.0,29Q248,143-10 SPRINGFIELD BOULEVARD,1051454.0,183115.0,412,31,33000,4130570056,QN02,Springfield Gardens North                                                  ,"143-10 SPRINGFIELD BOULEVARD
QUEENS, NY 11413
(40.66903, -73.757744)"
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,46,401,397,375,18,20,s,20112012,106,66,72,66,13.0,2.3,89.0,16.0,12,2.2,523,94.2,16,2.9,4,0.7,296.0,53.3,259.0,46.7,29Q259,109-89 204 STREET,1052764.0,196584.0,412,27,50800,4109440301,QN07,Hollis                                                                     ,"109-89 204 STREET
QUEENS, NY 11412
(40.705989, -73.752885)"
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,49,402,398,402,s,s,s,20112012,143,129,88,83,10.0,2.3,65.0,14.7,19,4.3,367,82.8,43,9.7,2,0.5,252.0,56.9,191.0,43.1,29Q265,143-10 SPRINGFIELD BOULEVARD,1051454.0,183115.0,412,31,33000,4130570056,QN02,Springfield Gardens North                                                  ,"143-10 SPRINGFIELD BOULEVARD
QUEENS, NY 11413
(40.66903, -73.757744)"
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,59,436,427,424,19,32,s,20112012,163,119,98,94,8.0,1.7,43.0,9.1,44,9.3,350,73.8,67,14.1,6,1.3,224.0,47.3,250.0,52.7,29Q272,143-10 SPRINGFIELD BOULEVARD,1051454.0,183115.0,412,31,33000,4130570056,QN02,Springfield Gardens North                                                  ,"143-10 SPRINGFIELD BOULEVARD
QUEENS, NY 11413
(40.66903, -73.757744)"
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,43,370,367,363,71,99,8,20112012,94,79,49,49,9.0,1.9,68.0,14.4,16,3.4,398,84.1,49,10.4,4,0.8,204.0,43.1,269.0,56.9,29Q283,143-10 SPRINGFIELD BOULEVARD,1051454.0,183115.0,412,31,33000,4130570056,QN02,Springfield Gardens North                                                  ,"143-10 SPRINGFIELD BOULEVARD
QUEENS, NY 11413
(40.66903, -73.757744)"
29Q326,CAMBRIA HEIGHTS ACADEMY,s,s,s,s,s,s,s,20112012,87,60,    ,    ,3.0,2.0,20.0,13.6,5,3.4,128,87.1,11,7.5,3,2.0,81.0,55.1,66.0,44.9,29Q326,188-04 91ST AVENUE,1047794.0,198647.0,412,23,48000,0,QN61,Jamaica                                                                    ,"188-04 91ST AVENUE
QUEENS, NY 11423
(40.711857, -73.771196)"
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",78,400,426,394,s,s,s,20112012,101,96,107,108,21.0,5.1,43.0,10.4,28,6.8,328,79.6,49,11.9,3,0.7,249.0,60.4,163.0,39.6,29Q492,207- 01 116TH  AVENUE,1054589.0,193965.0,413,27,53401,4110490001,QN33,Cambria Heights                                                            ,"207- 01 116TH AVENUE
QUEENS, NY 11411
(40.698786, -73.74633)"
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,62,393,381,377,s,s,s,20112012,191,128,86,76,17.0,3.5,71.0,14.8,19,4.0,413,85.9,41,8.5,7,1.5,206.0,42.8,275.0,57.2,29Q498,207- 01 116TH  AVENUE,1054589.0,193965.0,413,27,53401,4110490001,QN33,Cambria Heights                                                            ,"207- 01 116TH AVENUE
QUEENS, NY 11411
(40.698786, -73.74633)"
30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",s,s,s,s,s,s,s,20112012,78,79,80,    ,27.0,5.5,26.0,5.3,194,39.2,21,4.2,200,40.4,80,16.2,0.0,0.0,495.0,100.0,30Q286,23-15 NEWTOWN AVENUE,1005348.0,220098.0,401,22,6900,4005420008,QN71,Old Astoria                                                                ,"23-15 NEWTOWN AVENUE
QUEENS, NY 11102
(40.770769, -73.92383)"
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,98,410,440,405,54,72,40,20112012,123,106,90,100,12.0,2.9,61.0,14.6,25,6.0,86,20.5,224,53.5,79,18.9,223.0,53.2,196.0,46.8,30Q301,1-50 51ST AVENUE,995561.0,209958.0,402,26,100,0,QN31,Hunters Point-Sunnyside-West Maspeth                                       ,"1-50 51ST AVENUE
QUEENS, NY 11101
(40.742964, -73.959183)"
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,395,414,449,412,231,326,156,20112012,907,861,570,607,527.0,17.9,355.0,12.1,852,28.9,216,7.3,1438,48.8,427,14.5,1581.0,53.7,1364.0,46.3,30Q445,48-10 31 AVENUE,1008861.0,215111.0,401,26,16300,4007380002,QN70,Astoria                                                                    ,"48-10 31 AVENUE
QUEENS, NY 11103
(40.757072, -73.911165)"
30Q450,LONG ISLAND CITY HIGH SCHOOL,392,403,420,395,576,1035,228,20112012,949,1043,797,597,448.0,13.2,466.0,13.8,448,13.2,387,11.4,2122,62.7,423,12.5,1738.0,51.3,1648.0,48.7,30Q450,14-30 BROADWAY,1002558.0,218315.0,401,22,4500,4005290002,QN70,Astoria                                                                    ,"14-30 BROADWAY
QUEENS, NY 11106
(40.765881, -73.933907)"
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,174,504,496,494,135,176,83,20112012,177,178,226,175,1.0,0.1,14.0,1.9,66,8.7,128,16.9,206,27.2,350,46.3,227.0,30.0,529.0,70.0,30Q501,35-12 35TH AVENUE,1004978.0,214753.0,401,26,5700,4006390016,QN70,Astoria                                                                    ,"35-12 35TH AVENUE
QUEENS, NY 11106
(40.756099, -73.925182)"
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,148,407,434,398,46,47,17,20112012,273,239,200,205,88.0,9.6,147.0,16.0,143,15.6,166,18.1,519,56.6,86,9.4,658.0,71.8,259.0,28.2,30Q502,21-16 44TH ROAD,999077.0,211981.0,402,26,1900,4004380026,QN31,Hunters Point-Sunnyside-West Maspeth                                       ,"21-16 44TH ROAD
QUEENS, NY 11101
(40.748502, -73.946488)"
30Q555,NEWCOMERS HIGH SCHOOL,143,323,475,329,163,203,153,20112012,147,376,217,192,842.0,90.3,0.0,0.0,450,48.3,52,5.6,405,43.5,24,2.6,496.0,53.2,436.0,46.8,30Q555,28-01 41 AVENUE,1001818.0,213198.0,401,26,3300,4004040001,QN68,Queensbridge-Ravenswood-Long Island City                                   ,"28-01 41 AVENUE
QUEENS, NY 11101
(40.751838, -73.936592)"
30Q575,ACADEMY OF AMERICAN STUDIES,135,487,492,491,104,156,100,20112012,213,176,173,142,40.0,5.7,56.0,8.0,205,29.1,48,6.8,244,34.7,207,29.4,317.0,45.0,387.0,55.0,30Q575,28-04 41 AVENUE,1001549.0,212945.0,401,26,3300,4004170016,QN68,Queensbridge-Ravenswood-Long Island City                                   ,"28-04 41 AVENUE
LONG ISLAND CITY, NY 11101
(40.751144, -73.937564)"
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,61,524,568,544,s,s,s,20112012,79,69,53,58,0.0,0.0,1.0,0.2,153,34.8,14,3.2,107,24.3,164,37.3,197.0,44.8,243.0,55.2,30Q580,34-12 36 AVENUE,1004481.0,214343.0,401,26,5500,4006340036,QN68,Queensbridge-Ravenswood-Long Island City                                   ,"34-12 36 AVENUE
QUEENS, NY 11106
(40.754975, -73.926977)"
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,137,452,451,450,66,74,26,20112012,121,138,125,148,1.0,0.2,74.0,13.9,61,11.5,64,12.0,95,17.9,311,58.5,221.0,41.5,311.0,58.5,31R047,100 ESSEX DRIVE,939989.0,151340.0,502,51,27702,5024500320,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"100 ESSEX DRIVE
STATEN ISLAND, NY 10314
(40.581958, -74.159343)"
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,61,398,412,385,31,48,9,20112012,121,111,93,83,4.0,1.0,93.0,22.8,24,5.9,64,15.7,72,17.6,245,60.0,212.0,52.0,196.0,48.0,31R064,100 ESSEX DRIVE,939989.0,151340.0,502,51,27702,5024500320,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"100 ESSEX DRIVE
STATEN ISLAND, NY 10314
(40.581958, -74.159343)"
31R080,THE MICHAEL J. PETRIDES SCHOOL,107,472,488,466,174,313,45,20112012,135,108,133,134,21.0,1.6,242.0,18.5,106,8.1,246,18.8,221,16.9,731,55.9,644.0,49.2,664.0,50.8,31R080,715 OCEAN TERRACE,954850.0,160673.0,502,50,17700,5006830001,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"715 OCEAN TERRACE
STATEN ISLAND, NY 10301
(40.607637, -74.105883)"
31R440,NEW DORP HIGH SCHOOL,391,424,437,416,143,185,76,20112012,916,688,655,399,156.0,5.9,448.0,16.9,186,7.0,322,12.1,726,27.3,1416,53.3,1395.0,52.5,1263.0,47.5,31R440,465 NEW DORP LANE,954835.0,147292.0,502,50,11202,5039300010,SI45,New Dorp-Midland Beach                                                     ,"465 NEW DORP LANE
STATEN ISLAND, NY 10306
(40.570909, -74.105878)"
31R445,PORT RICHMOND HIGH SCHOOL,271,424,438,417,210,340,86,20112012,933,485,349,384,114.0,5.3,450.0,20.9,146,6.8,664,30.9,809,37.6,521,24.2,1178.0,54.8,973.0,45.2,31R445,85 ST JOSEPHS AVENUE,944859.0,170861.0,501,49,21300,5011210001,SI28,Port Richmond                                                              ,"85 ST JOSEPHS AVENUE
STATEN ISLAND, NY 10302
(40.635562, -74.141924)"
31R450,CURTIS HIGH SCHOOL,375,437,435,429,426,510,113,20112012,845,827,504,376,155.0,6.1,374.0,14.7,187,7.3,980,38.4,814,31.9,557,21.8,1183.0,46.4,1369.0,53.6,31R450,105 HAMILTON AVENUE,961453.0,174437.0,501,49,700,5000220001,SI22,West New Brighton-New Brighton-St. George                                  ,"105 HAMILTON AVENUE
STATEN ISLAND, NY 10301
(40.645436, -74.082149)"
31R455,TOTTENVILLE HIGH SCHOOL,807,462,486,470,424,861,335,20112012,1006,1041,874,954,55.0,1.4,540.0,13.9,210,5.4,82,2.1,385,9.9,3181,82.1,1923.0,49.6,1952.0,50.4,31R455,100 LUTEN AVENUE,930477.0,131756.0,503,51,19800,5066130001,SI01,Annadale-Huguenot-Prince's Bay-Eltingville                                 ,"100 LUTEN AVENUE
STATEN ISLAND, NY 10312
(40.528152, -74.193431)"
31R460,SUSAN E. WAGNER HIGH SCHOOL,535,455,474,459,373,589,221,20112012,887,866,794,696,111.0,3.4,611.0,18.8,475,14.6,367,11.3,782,24.1,1602,49.4,1647.0,50.8,1596.0,49.2,31R460,1200 MANOR ROAD,947916.0,153887.0,502,50,18100,5009550100,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   ,"1200 MANOR ROAD
STATEN ISLAND, NY 10314
(40.588985, -74.130819)"
31R470,CONCORD HIGH SCHOOL,10,466,455,414,s,s,s,20112012,31,82,66,    ,4.0,2.2,31.0,17.3,3,1.7,68,38.0,71,39.7,35,19.6,82.0,45.8,97.0,54.2,31R470,109 RHINE AVENUE,960074.0,161754.0,501,49,4000,5028850001,SI08,Grymes Hill-Clifton-Fox Hills                                              ,"109 RHINE AVENUE
STATEN ISLAND, NY 10304
(40.61062, -74.087072)"
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,94,416,422,397,s,s,s,20112012,188,205,122,160,24.0,3.6,177.0,26.2,31,4.6,272,40.3,224,33.2,146,21.6,453.0,67.1,222.0,32.9,31R600,290 ST MARKS PLACE,962253.0,173483.0,501,49,900,5000190004,SI22,West New Brighton-New Brighton-St. George                                  ,"290 ST MARKS PLACE
STATEN ISLAND, NY 10301
(40.64282, -74.079263)"
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,227,635,682,636,595,1098,977,20112012,296,296,287,225,1.0,0.1,6.0,0.5,351,31.8,12,1.1,59,5.3,677,61.3,629.0,57.0,475.0,43.0,31R605,485 CLAWSON STREET,951720.0,146345.0,502,50,13400,5042440001,SI45,New Dorp-Midland Beach                                                     ,"485 CLAWSON STREET
STATEN ISLAND, NY 10306
(40.568299, -74.117086)"
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,50,380,366,352,27,47,6,20112012,96,86,73,107,119.0,32.9,64.0,17.7,2,0.6,76,21.0,279,77.1,3,0.8,181.0,50.0,181.0,50.0,32K403,400 IRVING AVENUE,1008721.0,193027.0,304,37,43500,3033650098,BK77,Bushwick North                                                             ,"400 IRVING AVENUE
BROOKLYN, NY 11237
(40.696457, -73.911751)"
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE–BUSHWICK,88,384,409,361,19,19,s,20112012,131,122,155,198,93.0,15.3,74.0,12.2,10,1.7,56,9.2,534,88.1,4,0.7,316.0,52.1,290.0,47.9,32K545,1155 DEKALB AVENUE,1003851.0,192391.0,304,34,39300,3032300027,BK78,Bushwick South                                                             ,"1155 DEKALB AVENUE
BROOKLYN, NY 11221
(40.694723, -73.929315)"
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,75,348,353,334,s,s,s,20112012,118,119,91,106,79.0,18.2,80.0,18.4,2,0.5,123,28.3,298,68.7,8,1.8,210.0,48.4,224.0,51.6,32K549,400 IRVING AVENUE,1008721.0,193027.0,304,37,43500,3033650098,BK77,Bushwick North                                                             ,"400 IRVING AVENUE
BROOKLYN, NY 11237
(40.696457, -73.911751)"
32K552,ACADEMY OF URBAN PLANNING,67,342,364,354,36,43,20,20112012,93,104,111,90,95.0,23.9,88.0,22.1,6,1.5,105,26.4,280,70.4,4,1.0,217.0,54.5,181.0,45.5,32K552,400 IRVING AVENUE,1008721.0,193027.0,304,37,43500,3033650098,BK77,Bushwick North                                                             ,"400 IRVING AVENUE
BROOKLYN, NY 11237
(40.696457, -73.911751)"
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,39,428,465,422,24,43,16,20112012,37,34,34,35,7.0,2.7,13.0,4.9,14,5.3,34,12.9,209,79.5,4,1.5,137.0,52.1,126.0,47.9,32K554,321 PALMETTO STREET,1008327.0,193359.0,304,37,43300,0,BK77,Bushwick North                                                             ,"321 PALMETTO STREET
BROOKLYN, NY 11237
(40.697378, -73.913172)"
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,23,347,358,350,39,44,19,20112012,118,120,104,120,84.0,18.2,86.0,18.6,4,0.9,98,21.2,357,77.3,0,0.0,246.0,53.2,216.0,46.8,32K556,797 BUSHWICK AVENUE,1004396.0,192651.0,304,34,39300,3032420001,BK78,Bushwick South                                                             ,"797 BUSHWICK AVENUE
BROOKLYN, NY 11221
(40.695436, -73.927349)"
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,24,359,317,358,s,s,s,20112012,    ,382,    ,    ,20.0,5.2,36.0,9.4,1,0.3,137,35.9,235,61.5,7,1.8,169.0,44.2,213.0,55.8,32K564,231 PALMETTO STREET,1007760.0,192814.0,304,37,43300,3033430001,BK77,Bushwick North                                                             ,"231 PALMETTO STREET
BROOKLYN, NY 11221
(40.695875, -73.915217)"
